doc.id,text,date,section.name,news.desk,material
1,Quotation of the Day: Ex-SEAL Now Pitching Products and President,1/1/2020,Today’s Paper,Summary,Quote
2,Afghan War Casualty Report: January 2020,1/2/2020,Magazine,Magazine,News
3,The 50 TV Shows You Need to Watch This Winter,1/2/2020,Arts,Weekend,News
4,A History of War in Six Drugs,1/3/2020,Magazine,Magazine,News
5,Airstrike Pushes National Security to Forefront of 2020 Race,1/3/2020,U.S.,Politics,News
6,The Case for a One-Term Joe,1/3/2020,Opinion,OpEd,Op-Ed
7,Qassim Suleimani’s Killing Will Unleash Chaos,1/3/2020,Opinion,OpEd,Op-Ed
8,Congressional Leaders Call for Details After U.S. Airstrike on Suleimani,1/3/2020,U.S.,Washington,News
9,Carlos Ghosn Was Aided in Flight From Japan by Former Green Beret,1/3/2020,Business Day,Business,News
10,"Qassim Suleimani, Master of Iran’s Intrigue, Built a Shiite Axis of Power in Mideast",1/3/2020,Obituaries,Foreign,Obituary (Obit)
11,"Suleimani’s Gone, and the Iran Nuclear Deal May Be Next",1/3/2020,World,Foreign,News
12,Pence Links Suleimani to 9/11. The Public Record Doesn’t Back Him.,1/4/2020,U.S.,Washington,News
13,"In Era of Perpetual Conflict, a Volatile President Grabs Expanded Powers to Make War",1/4/2020,World,Washington,News Analysis
14,Antiwar Protesters Across U.S. Condemn Killing of Suleimani,1/4/2020,U.S.,Express,News
15,"Muslims Organize Huge Protests Across India, Challenging Modi",1/4/2020,World,Foreign,News
16,The Dire Consequences of Trump’s Suleimani Decision,1/4/2020,Opinion,OpEd,Op-Ed
17,Conflict With Iran Threatens Fight Against ISIS,1/4/2020,World,Foreign,News
18,Trump Kills Iran’s Most Overrated Warrior,1/4/2020,Opinion,OpEd,Op-Ed
19,"With Split Decision on Impeachment, Maine Democrat Risks a Dual Backlash",1/4/2020,U.S.,Washington,News
20,"Buttigieg’s Bet: After Iran Strike, Military Experience Matters Even More",1/5/2020,U.S.,Politics,News
21,The Long Battle With Iran,1/5/2020,Opinion,OpEd,Op-Ed
22,Outrage in Iran After Killing of Suleimani: Here’s What You Need to Know,1/5/2020,World,Foreign,News
23,"John Bass, U.S. Envoy to Afghanistan, Steps Down on Cusp of New Peace Deal",1/6/2020,U.S.,Washington,News
24,How U.S. Troops Are Preparing for the Worst in the Middle East,1/6/2020,World,Washington,News
25,Fox Host’s ‘America First’ Shift Makes an Exception for Trump’s Iran Strike,1/6/2020,U.S.,Washington,News
26,Defenders of History Take Aim at Trump’s Threat to Strike Iran’s Cultural Sites,1/6/2020,World,Washington,News
27,"Iran, Australia Fires, Taiwan election: Your Tuesday Briefing",1/6/2020,Briefing,NYTNow,briefing
28,The Day After War Begins in Iran,1/6/2020,Opinion,OpEd,Op-Ed
29,"Iran, Golden Globes, Harvey Weinstein: Your Monday Briefing",1/6/2020,Briefing,NYTNow,briefing
30,Will Hurd Wants to Improve the Republican Brand,1/6/2020,Magazine,Magazine,Interactive Feature
31,A Threat to Iran’s Rich Cultural Heritage,1/6/2020,Opinion,Letters,Letter
32,Why Did the U.S. Kill Suleimani?,1/7/2020,Opinion,OpEd,Op-Ed
33,He Fled Iran as a Child. Now He’s Commanding a U.S. Aircraft Carrier.,1/7/2020,U.S.,National,News
34,Targeting Cultural Sites in War Is Illegal. It’s Also Barbaric.,1/7/2020,Arts,Culture,News
35,"Pentagon Rules Out Striking Iranian Cultural Sites, Contradicting Trump",1/7/2020,U.S.,Washington,News
36,Just 700 Speak This Language (50 in the Same Brooklyn Building),1/7/2020,New York,Metro,News
37,Tucker Carlson Dissents as Right-Wing Media Weighs Trump’s Iran Strike,1/7/2020,Business Day,Business,News
38,Andrew Jackson in the Persian Gulf,1/7/2020,Opinion,OpEd,Op-Ed
39,"Iran Fires on U.S. Forces at 2 Bases in Iraq, Calling It ‘Fierce Revenge’",1/7/2020,World,Washington,News
40,"As Iran and U.S. Trade Blows, Afghanistan Sweats Between the 2 Powers",1/8/2020,World,Foreign,News
41,"At the Edge of a War, the U.S. and Iran Appear to Step Back",1/8/2020,World,Washington,News Analysis
42,"Missile Strike Damage Appears Limited, but Iran May Not Be Done",1/8/2020,World,Foreign,News
43,"Pressed for Details on Suleimani Strike, Trump Administration Gives Few",1/8/2020,U.S.,Washington,News
44,Trump Has a Bizarre Idea of Winning,1/8/2020,Opinion,OpEd,Op-Ed
45,Can Trump Make Foreign Policy a Democratic Campaign Issue?,1/8/2020,Opinion,Editorial,Editorial
46,Full Transcript: President Trump’s Address on Iran,1/8/2020,U.S.,Washington,News
47,The Ukraine Plane Crash in Iran: Black Boxes and Other Questions,1/8/2020,World,Express,News
48,Iran Plane Crash Victims Came From at Least Seven Countries,1/8/2020,World,Foreign,News
49,Suleimani’s Killing Creates New Uncertainty for Trump Campaign,1/8/2020,U.S.,Washington,News
50,"Did Trump and Iran Just Bury the Hatchet, or the Future?",1/8/2020,Opinion,OpEd,Op-Ed
51,Prince Harry and Meghan to ‘Step Back’ From Royal Duties in Extraordinary Retreat,1/8/2020,World,Foreign,News
52,Trump’s Inaccurate Statements About the Conflict With Iran,1/8/2020,U.S.,Washington,News
53,Confrontation in Congress Looms Over Iran Conflict,1/8/2020,World,Foreign,News
54,We Really Must Stop Starting Wars,1/9/2020,Opinion,OpEd,Op-Ed
55,Weary Veterans Exemplify a Nation Reluctant for War With Iran,1/9/2020,U.S.,Washington,News
56,"For Prince Harry and His Wife, Meghan, a Tricky Balancing Act",1/9/2020,World,Foreign,News
57,Trump’s Iran Strategy: A Cease-Fire Wrapped in a Strategic Muddle,1/9/2020,World,Washington,News Analysis
58,Mohammed bin Zayed’s Dark Vision of the Middle East’s Future,1/9/2020,Magazine,Magazine,News
59,"Prince Harry and Meghan Stepping Back, Explained",1/9/2020,Style,Styles,News
60,"In the Mideast, U.S. Foreign Policy Gone Awry",1/9/2020,Opinion,Letters,Letter
61,Bomb Blast Claimed by ISIS Kills at Least 15 in Pakistan Mosque Used by Taliban,1/10/2020,World,Foreign,News
62,"Army Denies Request by Soldier Pardoned by Trump, Setting Up Showdown",1/10/2020,U.S.,National,News
63,How the Public Feels About Trump’s Iran Strategy,1/10/2020,U.S.,Politics,News
64,The Case for Killing Qassim Suleimani,1/10/2020,Opinion,OpEd,Op-Ed
65,Who Signs Up to Fight? Makeup of U.S. Recruits Shows Glaring Disparity,1/10/2020,U.S.,National,News
66,Why Pete Buttigieg Has Made Religion Central to His Campaign,1/10/2020,U.S.,Politics,News
67,"In Plane Crash, a Day of Blame: Ukraine Weighs In and Iran Mulls Announcement",1/10/2020,World,Foreign,News
68,Two U.S. Service Members Killed in Afghanistan,1/11/2020,World,Foreign,News
69,Jet Crash in Iran Has Eerie Historical Parallel,1/11/2020,World,Express,News
70,A Growing U.S. Base Made This Afghan Town. Now It’s Dying.,1/12/2020,World,Foreign,News
71,"France Summons African Leaders, Threatening Troop Pullout",1/12/2020,World,Foreign,News
72,Trump’s Iran Strategy May Cost Him in 2020 Election,1/13/2020,U.S.,Politics,News
73,"Oscars, Iran, College Football: Your Monday Evening Briefing",1/13/2020,Briefing,NYTNow,briefing
74,"Iran Protests, Harry and Meghan, Australia Fires: Your Tuesday Briefing",1/13/2020,Briefing,NYTNow,briefing
75,"Iran Protests Rage Over Downed Jet, as Lawmakers Demand Accountability",1/13/2020,World,Foreign,News
76,Tom Steyer’s Top Priority Isn’t Climate Change,1/13/2020,Opinion,OpEd,Interactive Feature
77,"‘Tightrope: Americans Reaching for Hope,’ by Nicholas D. Kristof and Sheryl WuDunn: An Excerpt",1/13/2020,Books,BookReview,Review
78,Bernie Sanders Wants to Change Your Mind,1/13/2020,Opinion,OpEd,Interactive Feature
79,Plan to Cut U.S. Troops in West Africa Draws Criticism From Europe,1/14/2020,World,Foreign,News
80,6 Takeaways From the January 2020 Democratic Debate,1/14/2020,U.S.,Politics,News
81,6 Takeaways From the January 2020 Democratic Debate,1/14/2020,U.S.,Politics,News
82,Cory Booker Has More to Say,1/14/2020,Opinion,Editorial,Interactive Feature
83,An Aide’s View: Jimmy Carter as ‘the Anti-Trump’,1/14/2020,Opinion,Letters,Letter
84,"In Afghanistan, Being an Artist Is a Dangerous Job",1/15/2020,Arts,Culture,News
85,Pence Observes Transfer of Remains of 2 Soldiers Killed in Afghanistan,1/15/2020,U.S.,Washington,News
86,Jason Crow: Impeachment Manager Who Pressed to Launch Inquiry,1/15/2020,U.S.,Washington,News
87,Fact-Checking the January Democratic Debate,1/15/2020,U.S.,Washington,News
88,Would You Consider Serving in the U.S. Armed Forces?,1/15/2020,The Learning Network,Learning,News
89,What’s on TV Wednesday: An Adventure Series and ‘68 Whiskey’,1/15/2020,Arts,Culture,News
90,The Democrats All Disagree With Trump on Iran. Then It Gets Mushy.,1/15/2020,U.S.,Politics,News
91,Grief and Fear in Sacramento Over a Death That Set the World on Edge,1/15/2020,U.S.,National,News
92,Who Won the Debate? Experts Weigh In,1/15/2020,U.S.,Politics,News
93,Looking Toward a New Era of Australian Cuisine,1/15/2020,Food,Dining,News
94,Trump’s Code of Dishonor,1/15/2020,Opinion,OpEd,Op-Ed
95,Trump’s Code of Dishonor,1/15/2020,Opinion,OpEd,Op-Ed
96,"A Myth That Won’t Die About a Gulf War Weapon, and Why It Matters",1/15/2020,Magazine,Magazine,News
97,Amy Klobuchar on Plans vs. Pipe Dreams,1/15/2020,Opinion,Editorial,Interactive Feature
98,Andrew Yang Is Listening,1/15/2020,Opinion,Editorial,Interactive Feature
99,Taliban Offer to Reduce Violence in Afghanistan Ahead of Deal With U.S.,1/16/2020,World,Foreign,News
100,Impeachment Briefing: Meet the Managers,1/16/2020,U.S.,Washington,News
101,Pete Buttigieg Says He’s More Than a Résumé,1/16/2020,Opinion,Editorial,Interactive Feature
102,Deval Patrick Says the Race Is Just Getting Started,1/16/2020,Opinion,Editorial,Interactive Feature
103,36 Hours in Buenos Aires,1/16/2020,Travel,Travel,News
104,"Impeachment, Germany, Huawei: Your Friday Briefing",1/17/2020,Briefing,NYTNow,briefing
105,An Old Army Myth That Went Unchallenged for Too Long,1/17/2020,Magazine,Magazine,News
106,Trump Says the U.S. Is Ready for War. Not All His Troops Are So Sure.,1/17/2020,Sunday Review,OpEd,News Analysis
107,Joe Biden Says Age Is Just a Number,1/17/2020,Opinion,Opinion,Interactive Feature
108,War Has Ripple Effects,1/18/2020,Opinion,OpEd,Op-Ed
109,Starr Chamber: The Sequel,1/18/2020,Opinion,OpEd,Op-Ed
110,Harry and Meghan’s Hard Exit,1/19/2020,World,Foreign,News
111,"His Mother Worked to Find Him Love Despite War, Blindness and Loss",1/20/2020,World,Foreign,News
112,Psychologist Who Waterboarded for C.I.A. to Testify at Guantánamo,1/20/2020,U.S.,Washington,News
113,The Wrong Track for Confronting Iran,1/20/2020,Opinion,OpEd,Op-Ed
114,Amy Klobuchar and Elizabeth Warren Are Democrats’ Top Choices for President,1/20/2020,Opinion,OpEd,Interactive Feature
115,"Impeachment, China Virus, France: Your Tuesday Briefing",1/21/2020,Briefing,NYTNow,briefing
116,Architect of C.I.A. Interrogation Program Testifies at Guantánamo Bay,1/21/2020,U.S.,Washington,News
117,Why This Texas City Is Saying Yes to Refugees While the Governor Says No,1/21/2020,U.S.,National,News
118,Why This Texas City Is Saying Yes to Refugees While the Governor Says No,1/21/2020,U.S.,National,News
119,What the Editorial Board Really Thought of the Democratic Candidates,1/21/2020,Opinion,OpEd,Op-Ed
120,"Chaos as Militants Overran Airfield, Killing 3 Americans in Kenya",1/22/2020,World,Washington,News
121,Trump Dismisses Troops’ Possible Brain Injuries as ‘Headaches’,1/22/2020,World,Washington,News
122,Who Are the House Impeachment Managers in the Trump Trial?,1/22/2020,U.S.,Express,News
123,A New Face of White Supremacy: Plots Expose Danger of the ‘Base’,1/22/2020,U.S.,National,News
124,"Afghanistan Is Ready for Major U.S. Troop Reduction, Ghani Says",1/23/2020,World,Foreign,News
125,Film Club: ‘What a Soldier Killed in Niger Left Behind’,1/23/2020,The Learning Network,Learning,News
126,He Waterboarded a Detainee. Then He Had to Get the C.I.A. to Let Him Stop.,1/23/2020,U.S.,Washington,News
127,The Saudi Connection: Inside the 9/11 Case That Divided the F.B.I.,1/23/2020,Magazine,Magazine,News
128,Europe’s Migration Crisis Has Ebbed. Croatia Wants to Keep It That Way.,1/24/2020,World,Foreign,News
129,"34 Troops Have Brain Injuries From Iranian Missile Strike, Pentagon Says",1/24/2020,World,Washington,News
130,Introducing ‘Beyond the World War II We Know’,1/24/2020,Magazine,Magazine,News
131,Toll From Outbreak Climbs in China as Infections Reach Europe and Australia,1/24/2020,World,Foreign,News
132,Girl and Her Father Are Killed by Afghan Forces,1/25/2020,World,Foreign,News
133,Argument Erupts in Guantánamo Court Over Use of the Term ‘Torture’,1/25/2020,U.S.,Washington,News
134,"After Losing His Legs to a Bomb, Afghan Veteran Is on a New Journey",1/26/2020,World,Foreign,News
135,"U.S. Military Plane Crashed in Afghanistan, Officials Confirm",1/27/2020,World,Foreign,News
136,Leader of Pakistani Rights Movement Is Arrested on Conspiracy Charges,1/27/2020,World,Foreign,News
137,"John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",1/27/2020,U.S.,Washington,News
138,Officials Recover Remains at U.S. Military Plane Crash Site in Afghanistan,1/28/2020,U.S.,Washington,News
139,‘The 2020 Oscar Nominated Short Films’ Review: Nothing to Laugh About,1/28/2020,Movies,Culture,Review
140,Guantánamo Testimony Exposes Role of Doctors in C.I.A. Interrogations,1/28/2020,U.S.,Washington,News
141,The Unraveling of the Muslim World,1/28/2020,Books,BookReview,Review
142,"Despite Calm in Afghan Cities, War in Villages Kills Dozens Daily",1/29/2020,World,Foreign,News
143,"For John Bolton, an ‘Upside-Down World’ After Trump Revelation",1/29/2020,U.S.,Washington,News
144,Her Uighur Parents Were Model Chinese Citizens. It Didn’t Matter.,1/29/2020,Magazine,Magazine,News
145,"Elite U.S. Forces Critique Themselves: Overused, Underled, Raid-Obsessed",1/30/2020,U.S.,National,News
146,House Votes to Repeal 2002 Military Authorization in Bid to Rein in Trump on Iran,1/30/2020,U.S.,Washington,News
147,Japan Seeks Arrests of 3 Americans Accused of Helping Ghosn Escape,1/30/2020,Business Day,Business,News
148,Taliban’s Continued Attacks Show Limits of U.S. Strategy in Afghanistan,1/31/2020,World,Washington,News
149,"From Armed Struggle to Peaceful Protest, a Road Still to Travel",1/31/2020,World,Foreign,News
150,The Main Theme of ‘1917’? The Innocence That War Destroys,1/31/2020,Magazine,Magazine,News
151,More American Troops Sustain Brain Injuries From Iran Missile Strike in Iraq,1/31/2020,World,Washington,News
152,U.S. Strikes at Leader of Qaeda in Yemen,1/31/2020,World,Foreign,News
153,Architect of C.I.A. Torture Program Testifies Prisoners Acted Well Adjusted,1/31/2020,U.S.,Washington,News
154,State Department Warns Against Traveling to China Amid Coronavirus Outbreak,1/31/2020,World,Express,News
155,"Trump Threw Weighty Refugee Decisions to Local Government, With Painful Results",2/1/2020,World,Washington,News
156,"Violence Must Stop Before Afghanistan Peace Agreement, Pompeo Says",2/3/2020,U.S.,Foreign,News
157,Americans Demand a Rethinking of the ‘Forever War’,2/3/2020,U.S.,Washington,News Analysis
158,Trial Guide: The Sept. 11 Case at Guantánamo Bay,2/3/2020,U.S.,Washington,News
159,The Lesson of a Rescue Dog,2/3/2020,Opinion,OpEd,Op-Ed
160,How to Deal With the Anxieties of Immigration? Break Into Song,2/3/2020,Theater,Culture,News
161,Review: Dan Hoyle’s ‘Border People’ Blurs Lines,2/4/2020,Theater,Culture,Review
162,"Afghan Votes Will Be Audited, Extending Monthslong Election Crisis",2/5/2020,World,Foreign,News
163,NATO Eyes Troop Reductions in Afghanistan as U.S. Draws Down,2/5/2020,World,Washington,News
164,U.S. Warns of Sexual Assault Risk in Spain,2/5/2020,World,Foreign,News
165,Six Takeaways From Trump’s State of the Union Address,2/5/2020,U.S.,Washington,News
166,"Assured of Acquittal, Trump Makes Case for a Second Term",2/5/2020,U.S.,Washington,News
167,Trump Claims End of ‘American Decline’ While Avoiding Mention of Impeachment,2/5/2020,U.S.,Washington,News
168,State of the Union Updates: Trump Adds Reality Show Flourishes to Address,2/5/2020,U.S.,Washington,News
169,Full Transcript: Trump’s 2020 State of the Union Address,2/5/2020,U.S.,Washington,News
170,Afghan War Casualty Report: February 2020,2/6/2020,Magazine,Magazine,News
171,‘Homeland’ Gives the Long War a Long Goodbye,2/6/2020,Arts,Weekend,Review
172,NA,2/6/2020, we follow as these climbers strive to reach their goal despite the possible risk of losing fingers,Why do some people risk their lives to achieve a goal?,Film Club: ‘Climbing the Shark’s Fin’
173,"Oscars 2020 Predictions: Who Will Win Best Picture, Actor and Actress",2/6/2020,Movies,Weekend,News
174,Afghanistan - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
175,"The Limits of U.S. Strategy in Afghanistan, by the Numbers",2/7/2020,Magazine,Magazine,News
176,"Taliban Militant Flees Prison, Claiming Deal With Pakistani Security Forces",2/7/2020,World,Foreign,News
177,The 2020 Democrats on Foreign Policy,2/7/2020,U.S.,Politics,Interactive Feature
178,Bernie Sanders - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
179,Andrew Yang - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
180,Joe Biden - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
181,Amy Klobuchar - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
182,Elizabeth Warren - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
183,Michael Bennet - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
184,Pete Buttigieg - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
185,Tom Steyer - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
186,Deval Patrick - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
187,Michael Bloomberg - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
188,The Scenic Isle Where the World’s Chaos Comes Home to Roost,2/7/2020,World,Foreign,News
189,Russia - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
190,National Security Strategy - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
191,NATO - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
192,Top Diplomatic Priority - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
193,China - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
194,Karen Pierce Is Named U.K. Ambassador to U.S.,2/7/2020,World,Foreign,News
195,Cyber Policy - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
196,Use of Force - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
197,North Korea - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
198,Iran - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
199,Israel - Foreign Policy,2/7/2020,U.S.,U.S.,Interactive Feature
200,Two American Soldiers Killed in Shootout With Afghan Forces,2/8/2020,World,Foreign,News
201,They Fight Suicide Bombers. But Can Afghan Police Fight Crime?,2/8/2020,World,Foreign,News
202,"Victors in Iowa, Sanders and Buttigieg Are Targets in Democratic Debate",2/8/2020,U.S.,Politics,News
203,The Hidden Depression Trump Isn’t Helping,2/8/2020,Opinion,OpEd,Op-Ed
204,Winners and Losers of the Democratic Debate,2/8/2020,Opinion,Opinion,Interactive Feature
205,What’s on TV Sunday: ‘Homeland’ and ‘High Maintenance’,2/9/2020,Arts,Culture,News
206,"More Than 100 Troops Have Brain Injuries From Iran Missile Strike, Pentagon Says",2/10/2020,World,Express,News
207,Where to Stream ‘Parasite’ and Other Big Oscar Winners,2/10/2020,Movies,Culture,News
208,Killing of Terrorist Leader in Yemen Is Latest Blow to Qaeda Affiliate,2/10/2020,U.S.,Washington,News
209,"Trump Gives Conditional Go Ahead on Peace Deal With Taliban, Officials Say",2/11/2020,World,Foreign,News
210,We Once Fought Jihadists. Now We Battle White Supremacists.,2/11/2020,Opinion,OpEd,Op-Ed
211,Trump Travels to New Hampshire to Rally Republicans and Distract Democrats,2/11/2020,U.S.,Washington,News
212,"Democrats Get the Attention, but Trump Aims to Put New Hampshire in Play",2/11/2020,U.S.,Politics,News
213,The Iranian Missile Strike Did Far More Damage Than Trump Admits,2/12/2020,Opinion,OpEd,Op-Ed
214,6 Emerging Designers to Know This Fashion Month,2/12/2020,T Magazine,TStyle,News
215,The Rise of Palestinian Food,2/12/2020,T Magazine,TStyle,News
216,A U.S.-Taliban Deal Hinges on Reducing Violence. It Might Work Like This.,2/13/2020,World,Foreign,News
217,U.S. Faces Tough ‘Great Game’ Against China in Central Asia and Beyond,2/13/2020,World,Washington,News Analysis
218,Searching for the Perfect Trump Antidote,2/13/2020,Opinion,OpEd,Op-Ed
219,How Months of Miscalculation Led the U.S. and Iran to the Brink of War,2/13/2020,U.S.,Washington,News
220,A Crisis Right Now: San Francisco and Manila Face Rising Seas,2/13/2020,Climate,Foreign,Interactive Feature
221,"U.S. and Taliban Agree to Reduce Violence, in First Step To Peace Deal",2/14/2020,World,Foreign,News
222,Brain Injuries Are Common in Battle. The Military Has No Reliable Test for Them.,2/15/2020,U.S.,National,News
223,A Scholar of Democracy Gets a 2020 Lab for His Ideas,2/15/2020,U.S.,Politics,News
224,"‘The West Is Winning,’ Pompeo Said. The West Wasn’t Buying It.",2/15/2020,World,Washington,News
225,My Friend Lives Inside the War on Terror. Listen to Him.,2/16/2020,Opinion,Editorial,Op-Ed
226,"As Homelessness Plagues Los Angeles, Success Comes for Veterans",2/16/2020,U.S.,Washington,News
227,"As Afghan Soldier Kills 2 Americans, Peace Talks Forge Ahead",2/17/2020,World,Foreign,News
228,Virginia Legislature Turns Down Ban on Military-Style Weapons,2/17/2020,U.S.,National,News
229,"Ghani Named Afghan Election Winner. His Opponent Claims Victory, Too.",2/18/2020,World,Foreign,News
230,An Afghan Killed 2 Americans. The U.S. Government Issued the Gun.,2/18/2020,Magazine,Magazine,News
231,Will the U.S.-Taliban Deal End the War?,2/18/2020,Opinion,OpEd,Op-Ed
232,"Coronavirus, Michael Bloomberg, Boy Scouts: Your Tuesday Briefing",2/18/2020,Briefing,NYTNow,briefing
233,What’s Driving the Millennial Political Takeover?,2/18/2020,Books,BookReview,Review
234,"Frank Anderson, Former Spy Who Supplied Afghan Insurgents, Dies at 78",2/19/2020,U.S.,Obits,Obituary (Obit)
235,New York Times Leads Polk Awards With 4 Prizes,2/19/2020,Business Day,Business,News
236,"John Rood, Top Defense Official, Latest to Be Ousted After Impeachment Saga",2/19/2020,U.S.,Washington,News
237,"Gilad Shalit, Israel’s Son, Is Getting Married",2/19/2020,Opinion,OpEd,Op-Ed
238,"Rod Blagojevich, Coronavirus, Democrats: Your Wednesday Briefing",2/19/2020,Briefing,NYTNow,briefing
239,"Coronavirus, Syria, Ben Affleck: Your Wednesday Briefing",2/19/2020,Briefing,NYTNow,briefing
240,"What We, the Taliban, Want",2/20/2020,Opinion,OpEd,Op-Ed
241,Word + Quiz: aide-de-camp,2/20/2020,The Learning Network,Learning,News
242,Your Friday Briefing,2/20/2020,Briefing,NYTNow,briefing
243,Countdown Begins to Possible End of U.S. War in Afghanistan,2/21/2020,World,Foreign,News
244,"Russia, Nevada, Afghanistan: Your Friday Briefing",2/21/2020,Briefing,NYTNow,briefing
245,The Search for World War II Aircraft in the Pacific,2/21/2020,Magazine,Magazine,News
246,"Iran Remains on Antiterrorism Blacklist, Continuing Sanctions",2/21/2020,World,Foreign,News
247,"News Quiz: Presidential Pardons, Michael Bloomberg, Coronavirus",2/21/2020,Briefing,Briefing,Interactive Feature
248,Biden Adds a Claim to His Biography: An Arrest in South Africa,2/21/2020,U.S.,Politics,News
249,‘Politics of Hate’ Takes a Toll in Germany Well Beyond Immigrants,2/21/2020,World,Foreign,News
250,"As New Cases Surge, Businesses Face Grim Fallout",2/21/2020,World,Foreign,News
251,South Korea Raises Threat Alert Level,2/23/2020,World,Foreign,News
252,‘Recipe for a Massive Viral Outbreak’: Iran Emerges as a Worldwide Threat,2/24/2020,World,Foreign,News
253,Outbreak in Northern Italy Poses National Challenge,2/24/2020,World,Foreign,News
254,"Spreading Across Continents, a Lethal Virus Tests a Fraying Global Order",2/24/2020,World,Foreign,News
255,"Spreading Across Continents, a Lethal Virus Tests a Fraying Global Order",2/24/2020,World,Foreign,News
256,Transgender Lives: Your Stories,2/24/2020,Opinion,Opinion,NA
257,First Woman Set to Pass Special Forces Training and Join Green Berets,2/25/2020,U.S.,Washington,News
258,U.S. Soldier Tests Positive for Virus in South Korea,2/25/2020,World,Foreign,News
259,"They Killed Their Husbands. Now in Prison, They Feel Free.",2/26/2020,Magazine,Magazine,News
260,An Interrogation Program Worked Out on the Fly,2/26/2020,U.S.,Washington,News
261,How a Persian Mystic Poet Changed My Life,2/26/2020,Opinion,OpEd,Op-Ed
262,Your Thursday Briefing,2/26/2020,Briefing,NYTNow,briefing
263,The Taliban Terrorist,2/26/2020,Opinion,Letters,Letter
264,"Scarred and Weary, an Afghan Force Wonders: What Is Peace?",2/27/2020,World,Foreign,News
265,Your Friday Briefing,2/27/2020,Briefing,NYTNow,briefing
266,Why the Taliban Will Never Agree to a Real Peace Deal,2/27/2020,Opinion,OpEd,Op-Ed
267,Iran Vice President Is One of 7 Officials to Contract Coronavirus,2/27/2020,World,Foreign,News
268,"Coronavirus, Bernie Sanders, Mets: Your Thursday Evening Briefing",2/27/2020,Briefing,NYTNow,briefing
269,"He Held a Plank for More Than 8 Hours, Setting a Record",2/27/2020,U.S.,Express,News
270,U.K. Court Blocks Heathrow Airport Expansion on Environmental Grounds,2/27/2020,World,Foreign,News
271,"Coronavirus, Wisconsin Shooting, Syrian Refugees: Your Thursday Briefing",2/27/2020,Briefing,NYTNow,briefing
272,"Coronavirus, Democrats, Milwaukee: Your Thursday Briefing",2/27/2020,Briefing,NYTNow,briefing
273,"Cases Soar in Italy, Iran and South Korea as Alarm Grows",2/27/2020,World,Foreign,News
274,"Coronavirus, Syria, Afghanistan: Your Friday Briefing",2/28/2020,Briefing,NYTNow,briefing
275,How Afghans Can Work Together to End the War,2/28/2020,Opinion,OpEd,Op-Ed
276,"Coronavirus, South Carolina, Syria: Your Friday Briefing",2/28/2020,Briefing,NYTNow,briefing
277,The True Story of the First Woman to Finish Special Forces Training,2/28/2020,Magazine,Magazine,News
278,"Turkey, Pressing E.U. for Help in Syria, Threatens to Open Borders to Refugees",2/28/2020,World,Foreign,News
279,Life Inside an Afghan Women’s Prison,2/29/2020,World,Summary,News
280,Taliban and U.S. Strike Deal to Withdraw American Troops From Afghanistan,2/29/2020,World,Foreign,News
281,"After 18 Years, Is This Afghan Peace, or Just a Way Out?",2/29/2020,World,Washington,News Analysis
282,Photos From America’s Longest War,2/29/2020,World,Foreign,News
283,4 Takeaways From the U.S. Deal With the Taliban,2/29/2020,World,Foreign,News
284,A War Without Winners Winds Down,2/29/2020,Opinion,Editorial,Editorial
285,Afghanistan War Enters New Stage as U.S. Military Prepares to Exit,3/1/2020,World,Washington,News
286,Why Afghanistan Became an Invisible War,3/1/2020,World,Foreign,Interactive Feature
287,Afghan Peace Plan Faces Its First Roadblock: Releasing Taliban Prisoners,3/1/2020,World,Washington,News
288,In Trump’s Words: Praise for the Taliban and Optimism About the Coronavirus,3/1/2020,U.S.,National,News
289,"South Carolina, Coronavirus, Taliban: Your Weekend Briefing",3/1/2020,Briefing,NYTNow,briefing
290,"Lauren Hard, Ronald Hernandez",3/1/2020,Fashion & Style,Society,News
291,"Coronavirus, India Violence, South Carolina Primary: Your Monday Briefing",3/1/2020,Briefing,NYTNow,briefing
292,U.S. Announces Troop Withdrawal in Afghanistan as Respite From Violence Ends,3/2/2020,World,Washington,News
