doc.id,text,date,section.name,news.desk,material
1922,China Criticized the Afghan War. Now It Worries About the Withdrawal.,7/15/2021,World,Foreign,News
1923,The American Identity Crisis,7/15/2021,Opinion,OpEd,Op-Ed
1924,Your Friday Briefing,7/15/2021,Briefing,NYTNow,briefing
1925,Ex-Military Commander in Canada Is Charged With Obstruction of Justice,7/15/2021,International Home,Foreign,News
1926,‘Modern Love’ Season 2 Is Here. So Where Are the Original Essayists Now?,7/15/2021,Style,Styles,News
1927,Your Thursday Briefing,7/15/2021,Briefing,NYTNow,briefing
1928,Hopeful News on Delta,7/15/2021,Briefing,NYTNow,briefing
1929,"Danish Siddiqui, Reuters Photojournalist, Is Killed in Afghanistan",7/16/2021,World,Foreign,News
1930,The flooding swept away homes and part of a castle in western Germany.,7/16/2021,World,Foreign,News
1931,"Blast That Killed Chinese Workers in Pakistan Was a Terrorist Attack, Officials Say",7/16/2021,World,Foreign,News
1932,"The New York Times News Quiz, July 16, 2021",7/16/2021,Briefing,Briefing,Interactive Feature
1933,What It Was Like to Return to Guantánamo,7/16/2021,U.S.,U.S.,Interactive Feature
1934,Stream These Five Action Films Now,7/16/2021,Movies,Culture,News
1935,Summer Reading Contest Week 6: What Got Your Attention in The Times This Week?,7/16/2021,The Learning Network,Learning,News
1936,Your Friday Briefing,7/16/2021,Briefing,NYTNow,briefing
1937,Where Democrats Agree,7/16/2021,Briefing,NYTNow,briefing
1938,"Back to Militias, the Chaotic Afghan Way of War",7/17/2021,World,Foreign,News
1939,Your Monday Briefing,7/18/2021,Briefing,NYTNow,briefing
1940,‘They Just Left Us’: Greece Is Accused of Setting Migrants Adrift at Sea,7/18/2021,World,Foreign,News
1941,Guantánamo Prosecutors Ask to Strike Information Gained From Torture,7/18/2021,U.S.,Washington,News
1942,The Ascension of Ron Klain,7/18/2021,U.S.,Washington,News
1943,The Biden administration is sending Afghan visa applicants to an Army base in Virginia.,7/19/2021,U.S.,Washington,News
1944,U.S. to Send Afghan Visa Applicants to Virginia Military Base,7/19/2021,U.S.,,Video
1945,Biden Administration Transfers Its First Detainee From Guantánamo Bay,7/19/2021,U.S.,Washington,News
1946,Is the United States Done Being the World’s Cop?,7/20/2021,Opinion,OpEd,Op-Ed
1947,3 senators introduce a bipartisan bill to reassert Congress’s war-making powers.,7/20/2021,U.S.,Washington,News
1948,‘What Strange Paradise’ Explores Two Sides of a Migrant Crisis,7/20/2021,Books,BookReview,Review
1949,Power Game: Thomas Bach’s Iron Grip on the Olympics,7/20/2021,Sports,Sports,News
1950,"Taliban Have ‘Strategic Momentum’ in Afghanistan, U.S. General Says",7/21/2021,U.S.,,Video
1951,U.S. military official says a ‘complete Taliban takeover’ is possible in Afghanistan.,7/21/2021,U.S.,Washington,News
1952,U.S. scrambles to move translators from Afghanistan while leaving many in limbo.,7/21/2021,U.S.,Washington,News
1953,What You Need to Know About Germany’s National Election,7/21/2021,World,Foreign,News
1954,Your Thursday Briefing,7/21/2021,Briefing,NYTNow,briefing
1955,‘I’ll Never Forget You’: Veterans Push to Get Afghan Partners in War to the U.S.,7/22/2021,U.S.,Washington,News
1956,The House votes to increase the number of visas for Afghans who have helped U.S. troops.,7/22/2021,U.S.,Washington,News
1957,Canadian Veterans Fill Void to Help Afghans Who Once Worked With Them,7/22/2021,World,Foreign,News
1958,"Vaccinations, Bootleg Fire, Tokyo Games: Your Thursday Evening Briefing",7/22/2021,Briefing,NYTNow,briefing
1959,"William J. Burns, the C.I.A. director, outlines plans to confront the ‘Havana Syndrome.’",7/22/2021,U.S.,Washington,News
1960,Your Friday Briefing,7/22/2021,Briefing,NYTNow,briefing
1961,Jack Antonoff Doesn’t Want to Just Take Up Space,7/22/2021,Arts,Arts&Leisure,News
1962,U.S. Strikes Taliban Targets in a Show of Force in Afghanistan,7/23/2021,World,Foreign,News
1963,"A Border Reopening, at Least One Way, and Some Travel Tips",7/23/2021,World,Foreign,News
1964,Your Friday Briefing,7/23/2021,Briefing,NYTNow,briefing
1965,Boosting Vaccinations,7/23/2021,Briefing,NYTNow,briefing
1966,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change",7/24/2021,World,Foreign,News
1967,U.S. General Won’t Commit to Ending Airstrikes on Taliban,7/25/2021,World,Foreign,News
1968,Taekwondo Is Path to Medals for Countries That Rarely Get Them,7/25/2021,Sports,Foreign,News
1969,Your Monday Briefing,7/25/2021,Briefing,NYTNow,briefing
1970,"In Louisiana, Vaccine Misinformation Has Public Health Workers Feeling ‘Stuck’",7/25/2021,U.S.,Washington,News
1971,"Afghan Civilian Casualties Soar as U.S. Exits, Monitors Say",7/26/2021,World,Foreign,News
1972,Biden Takes Two Paths to Wind Down Iraq and Afghan Wars,7/26/2021,U.S.,Washington,News
1973,Your Monday Briefing,7/26/2021,Briefing,NYTNow,briefing
1974,Your Tuesday Briefing,7/26/2021,Briefing,NYTNow,briefing
1975,The World Needs a Heavy Hitter on the Pandemic. Bush Has Done It Before.,7/26/2021,Opinion,OpEd,Op-Ed
1976,"Vaccines, Olympics, Tunisia: Your Monday Evening Briefing",7/26/2021,Briefing,NYTNow,briefing
1977,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter,7/27/2021,U.S.,Washington,News
1978,Your Tuesday Briefing,7/27/2021,Briefing,NYTNow,briefing
1979,Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?,7/27/2021,World,Foreign,News
1980,China Offers the Taliban a Warm Welcome While Urging Peace Talks,7/28/2021,World,Foreign,News
1981,China’s Foreign Minister Meets With the Taliban,7/28/2021,World,,Video
1982,Your Thursday Briefing,7/28/2021,Briefing,NYTNow,briefing
1983,Congress approves a $2.1 billion emergency spending bill for Capitol security and aid for Afghan refugees.,7/29/2021,U.S.,Washington,News
1984,At Least 80 Killed as Flash Floods Destroy Village in Afghanistan,7/29/2021,World,Foreign,News
1985,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them.",7/29/2021,World,Foreign,News
1986,Your Friday Briefing,7/29/2021,Briefing,NYTNow,briefing
1987,Your Thursday Briefing,7/29/2021,Briefing,NYTNow,briefing
1988,Afghan Visa Applicants Arrive in U.S. After Years of Waiting,7/30/2021,U.S.,Washington,News
1989,‘Do What We Can’: U.S. Official Promises Assistance for Afghans,7/30/2021,World,,Video
1990,"Delta, Trump, Haiti: Your Friday Evening Briefing",7/30/2021,Briefing,NYTNow,briefing
1991,Your Friday Briefing,7/30/2021,Briefing,NYTNow,briefing
1992,Don’t Let the Pandemic Tear Australia Apart,7/30/2021,World,Foreign,News
1993,"Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85",7/30/2021,U.S.,Obits,Obituary (Obit)
1994,More Covid Mysteries,7/30/2021,Briefing,NYTNow,briefing
1995,Key Afghan City in Danger of Falling to the Taliban,7/31/2021,World,Foreign,News
1996,"As Fears Grip Afghanistan, Hundreds of Thousands Flee",7/31/2021,World,Foreign,News
1997,"Body of Reuters Photographer Was Mutilated in Taliban Custody, Officials Say",7/31/2021,World,Foreign,News
1998,How Strong Is Trump’s Grip on the G.O.P.?,7/31/2021,Opinion,OpEd,Op-Ed
1999,Your Monday Briefing,8/1/2021,Briefing,NYTNow,briefing
2000,"Vaccines, Evictions, Summer Reading: Your Weekend Briefing",8/1/2021,Briefing,NYTNow,briefing
2001,We Cannot Stand By and Watch Afghanistan Collapse,8/2/2021,Opinion,OpEd,Op-Ed
2002,State Dept. Increases Refugee Visas for Some Afghans,8/2/2021,U.S.,,Video
2003,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.,8/2/2021,U.S.,Washington,News
2004,Your Tuesday Briefing,8/2/2021,Briefing,NYTNow,briefing
2005,"Vaccines, Infrastructure, Olympics: Your Monday Evening Briefing",8/2/2021,Briefing,NYTNow,briefing
2006,Your Monday Briefing,8/2/2021,Briefing,NYTNow,briefing
2007,U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next,8/3/2021,U.S.,Washington,News Analysis
2008,Biden Officials Open to Tightening Law Authorizing War on Terrorist Groups,8/3/2021,U.S.,Washington,News
2009,A Fuller Picture of Osama bin Laden’s Life,8/3/2021,Books,BookReview,Review
2010,Your Tuesday Briefing,8/3/2021,Briefing,NYTNow,briefing
2011,California’s Pandemic Recall,8/3/2021,Briefing,NYTNow,briefing
2012,‘A Poison in the System’: The Epidemic of Military Sexual Assault,8/3/2021,Magazine,Magazine,News
2013,Taliban Raid Kills Eight People in Afghanistan’s Capital,8/4/2021,World,,Video
2014,Taliban Claim Responsibility for Major Attack in Afghan Capital,8/4/2021,World,Foreign,News
2015,Debate Over Presidential War Powers Sets Up Test for a Divided G.O.P.,8/4/2021,U.S.,Washington,News
2016,CNN’s Cuomo Conundrum: A Star Anchor With a Brother in Trouble,8/4/2021,Business Day,Business,News
2017,Your Wednesday Briefing,8/4/2021,Briefing,NYTNow,briefing
2018,Afghan War Casualty Report: August 2021,8/5/2021,World,Foreign,News
2019,"As Taliban Advance, Biden Officials Cling to Hope for Afghan Peace",8/5/2021,U.S.,Washington,News
2020,Gold Star Families Accuse Major Banks of Aiding Terrorists,8/5/2021,Business Day,Business,News
2021,‘What We Left Unfinished’ Review: Spectres of History,8/5/2021,Movies,Weekend,Review
2022,‘I Share the Anger and Rage’ Against Those Putting Our Kids at Risk,8/5/2021,Opinion,Letters,Letter
2023,The debate in Congress over presidential war powers will test a divided Republican Party.,8/5/2021,U.S.,Washington,News
2024,It’s Not Too Late for the Land of Mercenaries,8/5/2021,Opinion,OpEd,Op-Ed
2025,Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal,8/6/2021,World,Foreign,News
2026,"Jobs, Vaccines, Team Mascots: Your Friday Evening Briefing",8/6/2021,Briefing,NYTNow,briefing
2027,"The pandemic has deepened global hunger, with poorer countries sinking deeper into crisis.",8/6/2021,World,Foreign,News
2028,"The New York Times News Quiz, August 6, 2021",8/6/2021,Briefing,Briefing,Interactive Feature
2029,Summer Reading Contest Week 9: What Got Your Attention in The Times This Week?,8/6/2021,The Learning Network,Learning,News
2030,Your Friday Briefing,8/6/2021,Briefing,NYTNow,briefing
2031,Taliban Take Second Afghan City in Two Days,8/7/2021,World,Foreign,News
2032,America’s Dismal Foreign Policy — and What to Do About It,8/7/2021,Books,BookReview,Review
2033,"Behind the Haiti Assassination, Colombia’s Growing Mercenary Industry",8/7/2021,World,Foreign,News
2034,"As Afghan Cities Fall to Taliban, Brutal New Chapter Unfolds",8/8/2021,World,Foreign,News
2035,The Taliban Seize Key City in Northern Afghanistan,8/8/2021,World,,Video
2036,The Taliban fly their flag in Kunduz as exhausted Afghan troops regroup.,8/8/2021,World,Foreign,News
2037,The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground,8/8/2021,World,Foreign,News
2038,"As Taliban Capture Cities, U.S. Says Afghan Forces Must Fend for Themselves",8/8/2021,U.S.,Washington,News
2039,Your Monday Briefing,8/8/2021,Briefing,NYTNow,briefing
2040,The fall of Sar-i-Pul threatens a commercial hub in Afghanistan’s north.,8/8/2021,World,Foreign,News
2041,"Another provincial capital, Taliqan, falls to the insurgents on Sunday.",8/8/2021,World,Foreign,News
2042,"Delta Variant, Wildfires, Tokyo Olympics: Your Weekend Briefing",8/8/2021,Briefing,NYTNow,briefing
2043,"On Afghanistan’s Front Line, There Are No Good Choices",8/9/2021,World,Foreign,News
2044,Fear Sets In as Taliban Seize Former Bastions of Resistance,8/9/2021,World,Foreign,News
2045,Families Displaced by Taliban Offensive Shelter in a Kabul Park,8/9/2021,World,,Video
2046,The Taliban take a sixth provincial capital as government forces reel.,8/9/2021,World,Foreign,News
2047,Persuading the Vaccine Holdouts,8/9/2021,Opinion,Letters,Letter
2048,The insurgents’ success in northern Afghanistan is an ill omen for Kabul.,8/9/2021,World,Foreign,News
2049,Your Monday Briefing,8/9/2021,Briefing,NYTNow,briefing
2050,"Budget Plan, Climate Crisis, Military Vaccines: Your Monday Evening Briefing",8/9/2021,Briefing,NYTNow,briefing
2051,Your Tuesday Briefing,8/9/2021,Briefing,NYTNow,briefing
2052,"Belarus Leader Lashes Out at the West, a Year After Crushing Protests",8/9/2021,World,Foreign,News
2053,A Hotter Future,8/9/2021,Briefing,NYTNow,briefing
2054,‘We Are Here Alone’: An Afghan Translator’s Plea for Help,8/10/2021,World,,Video
2055,"As U.S. Leaves Afghanistan, History Suggests It May Struggle to Stay Out",8/10/2021,World,Foreign,News Analysis
2056,He Worked With the U.S. for 9 Years. Now He’s Left Behind in Afghanistan.,8/10/2021,World,Video,News
2057,"Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul",8/10/2021,World,Foreign,News
2058,The Taliban’s Advance,8/10/2021,Podcasts,Podcasts,News
2059,Your Tuesday Briefing,8/10/2021,Briefing,Foreign,briefing
2060,‘Reign of Terror’ Brilliantly Traces the Course From 9/11 to President Trump,8/10/2021,Books,Culture,Review
2061,In-Person New York Film Festival Unveils Lineup,8/10/2021,Movies,Culture,News
2062,"Andrew Cuomo, Infrastructure, Lionel Messi: Your Tuesday Evening Briefing",8/10/2021,Briefing,NYTNow,briefing
2063,Your Wednesday Briefing,8/10/2021,Briefing,NYTNow,briefing
2064,The State of the American Mall,8/10/2021,Briefing,NYTNow,briefing
2065,Transcript: Ezra Klein Interviews Spencer Ackerman,8/10/2021,Podcasts,OpEd,Op-Ed
2066,Could the Taliban Take Over Afghanistan? Here’s What We Know.,8/11/2021,World,Foreign,News
2067,The West’s Best Allies for 20 Years Are in Grave Danger,8/11/2021,Opinion,OpEd,Op-Ed
2068,"Quotation of the Day: As U.S. Exits Afghanistan, History Implies It May Have to Return",8/11/2021,Today’s Paper,Summary,Quote
2069,Taliban Advances in Afghanistan Could Bring Political Peril for Biden,8/11/2021,U.S.,Washington,News
2070,Your Thursday Briefing,8/11/2021,Briefing,NYTNow,briefing
2071,Andrew Cuomo and #MeToo,8/11/2021,Briefing,NYTNow,briefing
2072,"Indonesian Army to End So-Called Virginity Tests, Chief Says",8/11/2021,World,Express,News
2073,Your Wednesday Briefing,8/11/2021,Briefing,NYTNow,briefing
2074,Afghanistan Collapse Accelerates as the Taliban Capture 3 Vital Cities,8/12/2021,World,Foreign,News
2075,"U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations",8/12/2021,U.S.,Washington,News
2076,Biden Could Have Stopped the Taliban. He Chose Not To.,8/12/2021,Opinion,OpEd,Op-Ed
2077,U.S. Troops Dispatched to Assist With Evacuations in Kabul,8/12/2021,U.S.,,Video
2078,U.S. Asks Taliban to Spare Its Embassy in Coming Fight for Kabul,8/12/2021,U.S.,Washington,News
2079,"Census, Afghanistan, ‘Field of Dreams’: Your Thursday Evening Briefing",8/12/2021,Briefing,NYTNow,briefing
2080,Your Friday Briefing,8/12/2021,Briefing,NYTNow,briefing
2081,Your Thursday Briefing,8/12/2021,Briefing,NYTNow,briefing
2082,Taliban Forces Sweep Across Afghanistan,8/13/2021,World,,Video
2083,Afghanistan’s Unraveling May Strike Another Blow to U.S. Credibility,8/13/2021,World,Foreign,News
2084,"Fearing Kabul’s Fall, U.S. Officials Implore Afghans to ‘Fight’",8/13/2021,U.S.,Washington,News
2085,U.N. Calls for Taliban to End Its Offensive in Afghanistan,8/13/2021,World,,Video
2086,The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?,8/13/2021,World,Foreign,News
2087,"Under pressure to quit, Afghanistan’s president pledges only to end ‘instability.’",8/13/2021,World,Foreign,News
2088,"As the Taliban Advance in Afghanistan, Pressure on Pakistan Grows",8/13/2021,World,Foreign,News
2089,An Afghan warlord who steadfastly resisted the Taliban surrendered. Others may follow his lead.,8/13/2021,World,Foreign,News
2090,"The Taliban seek to isolate Kabul, the Pentagon says.",8/13/2021,World,Foreign,News
2091,"Three more major cities are under Taliban control, as the government’s forces near collapse.",8/13/2021,World,Foreign,News
2092,"Afghanistan, Booster Shots, Ice Cream: Your Friday Evening Briefing",8/13/2021,Briefing,NYTNow,briefing
2093,Summer Reading Contest Week 10: What Got Your Attention in The Times This Week?,8/13/2021,The Learning Network,Learning,News
2094,"The New York Times News Quiz, August 13, 2021",8/13/2021,Briefing,Briefing,Interactive Feature
2095,Your Friday Briefing,8/13/2021,Briefing,NYTNow,briefing
2096,Our Window of Climate Opportunity,8/13/2021,Podcasts,Podcasts,News
2097,A Changing Country,8/13/2021,Briefing,NYTNow,briefing
2098,Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan,8/14/2021,U.S.,Washington,News
2099,"Afghanistan’s commercial hub, Mazar-i-Sharif, falls to the insurgents.",8/14/2021,World,Foreign,News
2100,"Canada promises refuge for 20,000 Afghans as nations scramble to evacuate.",8/14/2021,World,Foreign,News
2101,Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations,8/14/2021,U.S.,Washington,News Analysis
2102,"20 Years of Defense, Erased by the Taliban in a Few Months",8/14/2021,World,World,Interactive Feature
2103,Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance,8/14/2021,U.S.,Investigative,News
2104,"In Washington, Recriminations Over Afghanistan Emerge Quickly",8/15/2021,U.S.,Washington,News
2105,Taliban Occupy Afghan Presidential Palace,8/15/2021,World,,Video
2106,The Tragedy of Afghanistan,8/15/2021,Opinion,Editorial,Editorial
2107,Afghans working for U.S. government broadcasters fear Taliban backlash.,8/15/2021,World,Business,News
2108,"Before the fall of Kabul, Biden defends his decision to leave Afghanistan.",8/15/2021,World,Foreign,News
2109,The U.N. chief urges the Security Council to ‘use all tools’ to help Afghanistan.,8/15/2021,World,Foreign,News
2110,"In an Overrun Kabul, Many Have No Place to Run",8/15/2021,World,Foreign,News
2111,"For Biden, Images of Defeat He Wanted to Avoid",8/15/2021,U.S.,Washington,News Analysis
2112,Rushed Evacuation in Kabul Highlights Disconnect in Washington,8/15/2021,U.S.,Washington,News
2113,Taliban Takeover Could Extinguish U.S. Influence in Kabul,8/15/2021,U.S.,Washington,News
2114,Your Monday Briefing,8/15/2021,Briefing,NYTNow,briefing
2115,Blinken says the Taliban moved faster than expected and defends the removal of U.S. troops.,8/15/2021,World,Foreign,News
2116,Evacuation from Kabul falters as chaos at airport reigns.,8/15/2021,World,Foreign,News
2117,"A Week Into Taliban Rule, One City’s Glimpse of What the Future May Hold",8/15/2021,World,Foreign,News
2118,A Sudden Downfall in Afghanistan,8/15/2021,Opinion,Letters,Letter
2119,"Afghanistan, Haiti, ‘Jeopardy!’: Your Weekend Briefing",8/15/2021,Briefing,NYTNow,briefing
2120,Kabul falls to the Taliban as the Afghan government collapses and the president flees.,8/15/2021,World,Foreign,News
2121,Officials in Washington are scrambling to keep up with the fast-moving events in Afghanistan.,8/15/2021,World,Foreign,News
2122,"In Washington, recriminations move as quickly as the Taliban.",8/15/2021,World,Foreign,News
2123,Quotation of the Day: Misjudging the Pace of Taliban Sweep,8/15/2021,Today’s Paper,Summary,Quote
2124,The Fall of Afghanistan,8/16/2021,Podcasts,Podcasts,News
2125,The Fallout from Afghanistan,8/16/2021,Business Day,Business,News
2126,Read the Full Transcript of President Biden’s Remarks on Afghanistan,8/16/2021,U.S.,Washington,News
2127,I Was a Marine in Afghanistan. We Sacrificed Lives for a Lie.,8/16/2021,Opinion,OpEd,Op-Ed
2128,Biden Defends U.S. Withdrawal from Afghanistan,8/16/2021,U.S.,,Video
2129,"Biden stands behind Afghan withdrawal, despite ‘hard and messy’ final days.",8/16/2021,U.S.,Washington,News
2130,U.S. Allies Flee Afghanistan on Iconic Friendship Bridge,8/16/2021,World,,Video
2131,What Scenes From the Taliban’s Victory in Afghanistan Reveal,8/16/2021,World,Video,News
2132,"United Nations Must Not ‘Abandon’ Afghanistan, Secretary General Says",8/16/2021,World,,Video
2133,How America Lost Its Way in Afghanistan,8/16/2021,Books,BookReview,Review
2134,"‘Biden, You Betrayed Us’: Afghan Americans Protest in D.C.",8/16/2021,U.S.,,Video
2135,"U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief",8/16/2021,U.S.,National,News
2136,Chaos Ensues at Kabul Airport as Americans Abandon Afghanistan,8/16/2021,World,Foreign,News
2137,Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?,8/16/2021,U.S.,National,News
2138,Biden Could Still Be Proved Right in Afghanistan,8/16/2021,Opinion,OpEd,Op-Ed
2139,Disaster in Afghanistan Will Follow Us Home,8/16/2021,Opinion,OpEd,Op-Ed
2140,An Iconic Bridge Sees U.S. Allies Flee Afghanistan as the Soviets Did,8/16/2021,World,Foreign,News
2141,Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal,8/16/2021,U.S.,Washington,News
2142,"After 7 Years of Failing to Fix Afghanistan, Ghani Makes a Hasty Escape",8/16/2021,World,Foreign,News
2143,Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan,8/16/2021,World,Foreign,News
2144,Dominic Raab Outlines British Efforts to Combat the Taliban,8/16/2021,World,,Video
2145,Chaos and Desperation at the Kabul Airport,8/16/2021,World,World,Interactive Feature
2146,Watch: Scenes of Panic and Chaos at Kabul Airport,8/16/2021,World,,Video
2147,Flights resume at Kabul’s airport after security breach.,8/16/2021,U.S.,Washington,News
2148,The Taliban take over the presidential palace.,8/16/2021,World,Foreign,News
2149,The U.S. in Afghanistan: A Mess With ‘No Good Outcomes’,8/16/2021,Opinion,Letters,Letter
2150,Taliban Seize Afghanistan,8/16/2021,Universal,Universal,Slideshow
2151,"Afghanistan, Haiti, Virus: Your Monday Evening Briefing",8/16/2021,Briefing,NYTNow,briefing
2152,"On an iconic bridge, U.S. allies flee Afghanistan as the Soviets did.",8/16/2021,World,Foreign,News
2153,The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.,8/16/2021,World,Foreign,News
2154,Your Tuesday Briefing,8/16/2021,Briefing,NYTNow,briefing
2155,Your Monday Briefing,8/16/2021,Briefing,NYTNow,briefing
2156,Can the vaccinated develop long Covid?,8/16/2021,Briefing,Foreign,briefing
2157,Colbert on Afghanistan: ‘It’s Heartbreaking’,8/17/2021,Arts,Culture,News
2158,Did America Betray Afghanistan?,8/17/2021,Opinion,OpEd,Op-Ed
2159,"America’s Miscalculations, Afghanistan’s Collapse",8/17/2021,Podcasts,Podcasts,News
2160,"Afghanistan, Vietnam and the Limits of American Power",8/17/2021,U.S.,Politics,News
2161,Malala: I Survived the Taliban. I Fear for My Afghan Sisters.,8/17/2021,Opinion,OpEd,Op-Ed
2162,Pentagon Outlines Strategy For Afghanistan Rescue Efforts,8/17/2021,U.S.,,Video
2163,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully",8/17/2021,World,Foreign,News
2164,India says it will prioritize Hindus and Sikhs in issuing ‘emergency visas’ to Afghans.,8/17/2021,World,Foreign,News
2165,"Who Are the Taliban, and What Do They Want?",8/17/2021,World,Foreign,News
2166,This Is What Taliban Control Looks Like in 2021,8/17/2021,Opinion,OpEd,Op-Ed
2167,George W. Bush says the events in Afghanistan fill him ‘with deep sadness.’,8/17/2021,World,Foreign,News
2168,Get Afghan Refugees Out. Then Let Them In.,8/17/2021,Opinion,Editorial,Op-Ed
2169,"Intelligence Warned of Afghan Military Collapse, Despite Biden’s Assurances",8/17/2021,U.S.,Washington,News
2170,"‘We Haven’t Slept, We Haven’t Eaten’: U.S. Afghans Watch the Chaos With Horror",8/17/2021,U.S.,National,News
2171,"For Afghan Women, Taliban Stir Fears of Return to a Repressive Past",8/17/2021,World,Foreign,News
2172,"Body Parts Found in Landing Gear of Flight From Kabul, Officials Say",8/17/2021,U.S.,Washington,News
2173,"Taliban Promise Peace, but Doubt and Fear Persist",8/17/2021,World,Foreign,News
2174,Female Newscaster Interviews Taliban Spokesman,8/17/2021,World,,Video
2175,Taliban Hold First Press Conference After Takeover,8/17/2021,World,,Video
2176,"Taliban spokesman, in first news conference in Kabul, pledges no reprisals.",8/17/2021,World,Foreign,News
2177,The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?,8/17/2021,World,Foreign,News
2178,He Spent 14 Years at Guantánamo. This Is His Story.,8/17/2021,Books,BookReview,Review
2179,Exit From Afghanistan: The Fallout,8/17/2021,Opinion,Letters,Letter
2180,"U.S. veterans watch Afghan collapse with anguish, rage and relief.",8/17/2021,U.S.,Washington,News
2181,"Afghanistan, Booster Shots, Sudoku: Your Tuesday Evening Briefing",8/17/2021,Briefing,NYTNow,briefing
2182,Thousands of Afghans who helped the U.S. are trapped. What happens next?,8/17/2021,U.S.,Washington,News
2183,"After 7 years of failing to fix Afghanistan, Ghani made a hasty escape.",8/17/2021,World,Foreign,News
2184,Lawmakers from both parties express fury over the withdrawal from Afghanistan.,8/17/2021,U.S.,Washington,News
2185,The Day After the Fall,8/17/2021,Briefing,Foreign,briefing
2186,Your Wednesday Briefing,8/17/2021,Briefing,NYTNow,briefing
2187,"Quotation of the Day: For Veterans, Pain, Anguish and Sorrows",8/17/2021,Today’s Paper,Summary,Quote
2188,Your Tuesday Briefing,8/17/2021,Briefing,NYTNow,briefing
2189,House Democrats introduce a bill to beef up the Voting Rights Act.,8/17/2021,U.S.,Washington,News
2190,"‘In the Same Breath’ Review: Wuhan 2019, or When Normalcy Ended",8/17/2021,Movies,Weekend,Review
2191,Bill Ackman’s SPAC Gets Sued,8/17/2021,Business Day,Business,News
2192,"To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers.",8/18/2021,World,Foreign,News
2193,Tech Companies’ Afghanistan Foreign Policy,8/18/2021,Technology,Business,News
2194,Afghan Paralympic Athlete Pleads for Help to Leave the Country,8/18/2021,Sports,Sports,News
2195,Leaders in Afghanistan’s Panjshir Valley Defy the Taliban,8/18/2021,World,,Video
2196,Gunfire in the Streets: Protests Met by Force in Afghanistan,8/18/2021,World,,Video
2197,Afghan President Blames ‘Political Failure’ for Taliban Takeover,8/18/2021,World,,Video
2198,"U.S. Focused on Evacuating Americans, Allies From Afghanistan",8/18/2021,U.S.,,Video
2199,The Afghan president who fled the country is now in the U.A.E.,8/18/2021,World,Foreign,News
2200,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees,8/18/2021,World,Foreign,News
2201,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out",8/18/2021,U.S.,Washington,News
2202,Ashraf Ghani says he fled Afghanistan to avoid being lynched.,8/18/2021,World,Foreign,News
2203,Collapse and Conquest: The Taliban Strategy That Seized Afghanistan,8/18/2021,World,Foreign,News
2204,The Taliban Have Claimed Afghanistan’s Real Economic Prize,8/18/2021,Opinion,OpEd,Op-Ed
2205,The I.M.F. says it will block Afghanistan from getting $460 million in reserve funds.,8/18/2021,Business Day,Business,News
2206,"Desperate Afghan Women Wait for U.S. Protection, as Promised",8/18/2021,U.S.,Washington,News
2207,U.S. and I.M.F. Apply a Financial Squeeze on the Taliban,8/18/2021,Business Day,Business,News
2208,First Resistance to Taliban Rule Tests Afghanistan’s Uncertain Future,8/18/2021,World,Foreign,News
2209,‘There’s So Much More to Afghanistan’: Khaled Hosseini Reflects on His Birthplace,8/18/2021,Books,Books,News
2210,"Intelligence Agencies Did Not Predict Imminence of Afghan Collapse, Officials Say",8/18/2021,U.S.,Washington,News
2211,The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?,8/18/2021,World,Foreign,News
2212,Biden Rattles U.K. With His Afghanistan Policy,8/18/2021,World,Foreign,News
2213,Biden Says Troops May Stay in Kabul Longer to Assist Evacuations,8/18/2021,U.S.,Washington,News
2214,Nations Rush to Fly Evacuees Out of Kabul,8/18/2021,World,,Video
2215,Biden says U.S. troops may stay longer if needed for evacuations.,8/18/2021,World,Foreign,News
2216,The Dangerous Road to the Kabul Airport,8/18/2021,World,World,Interactive Feature
2217,Taliban Fire Gunshots Outside Kabul Airport,8/18/2021,World,,Video
